Title,Artist,Count,Lyrics
679 (feat. Remy Boyz),Fetty Wap,470658180,"Yeaaah baby, 17 (RemyBoy Lifestyle) Ay, ay, look  Baby girl, you're so damn fine, though I'm tryna know if I could hit it from behind, though I'm sipping on you like some fine wine, though And when it's over, I press rewind though, ayy You talking bands, girl, I got it Benjamins all in my pocket I traded in my Trues for some Robins He playing Batman, Fetty's gon' rob him, ayy I got a Glock in my 'Rari, ayy 17 shots, no .38 I got a Glock in my 'Rari 17 shots, no .38  I'm like, yeah, she's fine Wonder when she'll be mine She walk past, I press rewind To see that ass one more time And I got this sewed up Remy Boyz, they know us All fast money, no slow bucks No one can control us Ayy, yeaaah baby  Uh, yeah, Monty Tell me what you see Is it money or its me? I smoke twenty, smell the weed I got hunnies in my V They like, 'Monty, can you be my baby daddy?' Im like, 'Yeah' I got Robins on my jeans You see the wings on every pair All you see is Remy Boyz You know my niggas everywhere And if somebody got a problem We could meet up anywhere Now go say something Dont you niggas play dumb You know where we came from You dont want sauce, no A1  I'm like, yeah, she's fine Wonder when she'll be mine She walk past, I press rewind To see that ass one more time And I got this sewed up Remy Boyz, they know us All fast money, no slow bucks No one can control us Ayy, yeaaah baby  Ayy, they think they know us They can't control us Man, I got this sewed up Remy Boyz, they know us 679, this is Zoo year, baby Monty and the Zoovier, baby ZooGang, all my zoo near, baby, yeah, baby A thousand on my shoes when I walk through, baby 10.5 for a walkthrough, baby ZooGang, you know my whole zoo near And baby, I'm Zoovier  Ayy, she a cutie and she fine, make me wanna make her mine She ain't nothing like them bimbos If you like it, we can swerve, we can light and stain up here Blowing, pluck it out the window We get playing, press rewind, got her singing every time Take a high note for me, girlfriend Got my city looking rude I ain't Diddy, I ain't Loon, but I think I need a girlfriend She feeling great as I'm talking to her She a RemyGirl, so I'm gon' pursue her I brought a lot of loud, lot of Remy to sip on Thousand dollars when I get my tip on I'm off her, asked her if her fatty real She said that's all her, got her with the happy feel I'm 'bout to spoil her, got her with the happy feel I'm 'bout to spoil her, oh my  I'm like, yeah, she's fine Wonder when she'll be mine She walk past, I press rewind Just to see that ass one more time And I got this sewed up Remy Boyz, they know us All fast money, no slow bucks No one can control us Ayy, yeaaah baby  ZooWap, Monty ZooWap, Dicey Yeaah baby, Remy Boyz Yeaah, yeaaah"
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,223332390,"Hey, oh, there it is, there it is, there it is There it is, there it is (Rich Homie, baby!)  Walked in, thirty thousand in my pocket Had them niggas just like, 'Ooh, ooh, ooh' 50,000 dollars on your bitch, wanna fuck me Got her screamin' like, 'Ooh, ooh, ooh, ooh' Cause I got a check, nigga wanna flex I ain't gotta flex, boy I got it, ooh, ooh, ooh, ooh Give that ho some x, she gon' wanna sex every nigga in the set And now she screamin' like 'Ooh, ooh, ooh'  (How much you made?) Made two million dollars off a mixtape And I'm fucking like, ooh, ooh, ooh They try to drop me with a case but you know I had done skated I was singing like, ooh, ooh, ohh Boy, I know my role and I play it If you heard that I'm talking, then I said it (Quan where you at?) At the top of the loft nigga, I stay I'm a bad boy but I don't wear big clothes like Ma$e In the club and a nigga get it boppin' And that ho, she want a free drink, tell the bitch to get up off me I'm the nigga to get it poppin', her hair short like Dennis Rodman At the Clearport nigga, we flying, when I landed, boy I  Walked in, thirty thousand in my pocket Had them niggas just like, 'Ooh, ooh, ooh' $50,000 on your bitch, wanna fuck me Got her screamin' like, 'Ooh, ooh, ooh, ooh' Cause I got a check, nigga wanna flex I ain't gotta flex, boy I got it, ooh, ooh, ooh, ooh Give that ho some x, she gon' wanna sex every nigga in the set And now she screamin' like, 'Ooh, ooh, ooh'  (How much you made?) $100,000 just in two days (Guess what?) I don't fuck with niggas cause they two-faced (That's right, that's right) I only fuck with bitches for their toupee (Their top, nigga) These Givenchys, I ain't worried about no new Jays Know this bitch who got a sack and she always got my back So I love that shit the most I'm her big dog and she my cat, and she love it from the back Call her green cause she on go (Green light) I wear glasses cause I know these niggas watchin' They mad cause they cannot stop me Boy stopping is not a option, I can't help it cause I got it Don't waste time, I got six watches Talkin' Rolex, yeah, I bought 'em Now I'm at the top, started from the bottom, then I  Walked in, thirty thousand in my pocket Had them niggas just like, 'Ooh, ooh, ooh' $50,000 on your bitch, wanna fuck me Got her screamin' like, 'Ooh, ooh, ooh, ooh' Cause I got a check, nigga wanna flex I ain't gotta flex, boy I got it, ooh, ooh, ooh, ooh Give that ho some x, she gon wanna sex every nigga in the set And now she screamin' like, 'Ooh, ooh, ooh'  (How much you made?) $100,000 (How much, how much you made?) $100,000 (How much, how much you made?) Made two million dollars off a mixtape, had them folks like, 'Ooh, ooh, ooh' Hey, get at me"
Controlla,Drake,577447513,"Right, my yiy just changed You just buzzed the front gate I thank God you came How many more days could I wait? I made plans with you And I won't let 'em fall through I, I, I, I, I  I think I'd lie for you I think I'd die for you Jodeci 'Cry for You' Do things when you want me to Like controlla, controlla, yeah Like controlla, controlla, yeah  Okay, you like it, when I get Aggressive, tell you to Go slower, go faster Like controlla, controlla, yeah Like controlla, controlla, yeah  And Im never on a waste ting, shawty I do it how you say you want it Them girls, they just wanna take my money They don't want me to give you nothing They don't want you to have nothing They don't wanna see me find your lovin' They don't wanna see me Smiling back when they pree  Knowing I'd lie for you Thinking I'd die for you Jodeci 'Cry for You' Do things when you want me to Like controlla, controlla, yeah Like controlla, controlla, yeah  Gyal a tear off mi garments And a bawl fi come inna mi apartment (Woi!) Di gyal dem want di length and strength Action speak louder than argument well  But you can't just diss and come tell man sorry You can't listen to me talk and go tell my story, nah It don't work like that when you love somebody My old flex is my new flex now and we're workin' on it, yeah And that's why I need All the energy that you bring to me My last girl would tear me apart But she'd never wanna split a ting with me  But when it comes to you, you I think I'd lie for you I think I'd die for you Do things when you want me to Like controlla, controlla, yeah Like controlla, controlla, yeah  And Im never on a waste ting shawty I do it how you say you want it Them girls, they just wanna take my money They don't want me to give you nothing They don't want you to have nothing They don't wanna see me find your lovin' They don't wanna see me Smiling back when they pree (Jheeze!)  Music a drop! Gyal a whine up dem bumpa Dis is di summa summa controlla Drake from Canada, Beenie Man from Jamaica Dah one yah a murdaZagga!"
It Ain't Me,Kygo,913272164,"I had a dream We were sipping whiskey neat Highest floor, The Bowery Nowhere's high enough Somewhere along the lines We stopped seeing eye to eye You were staying out all night And I had enough  No, I don't wanna know Where you been or where you're goin' But I know I won't be home And you'll be on your own  Who's gonna walk you Through the dark side of the morning? Who's gonna rock you When the sun won't let you sleep? Who's waking up to drive you home When you're drunk and all alone? Who's gonna walk you Through the dark side of the morning?  It ain't me The Bowery, whiskey neat, grateful, I'm so grateful It ain't me The Bowery, whiskey neat, grateful, I'm so grateful It ain't me The Bowery, whiskey neat, grateful, I'm so grateful It ain't me The Bowery, whiskey neat, grateful, I'm so grateful It ain't me  I had a dream We were back to seventeen Summer nights and The Libertines Never growing up I'll take with me The polaroids and the memories But you know I'm gonna leave Behind the worst of us  Who's gonna walk you Through the dark side of the morning? Who's gonna rock you When the sun won't let you sleep? Who's waking up to drive you home When you're drunk and all alone? Who's gonna walk you Through the dark side of the morning?  It ain't me, no no It ain't me, no no It ain't me, no no Who's gonna walk you through the dark side of the morning? It ain't me The Bowery, whiskey neat, grateful, I'm so grateful It ain't me The Bowery, whiskey neat, grateful, I'm so grateful It ain't me The Bowery, whiskey neat, grateful, I'm so grateful It ain't me The Bowery, whiskey neat, grateful, I'm so grateful It ain't me The Bowery, whiskey neat, grateful, I'm so grateful It ain't me The Bowery, whiskey neat, grateful, I'm so grateful It ain't me"
Like I Do,David Guetta,330884832,"Baby, I think of you When I'm all alone and it's half past two Bet you think about it too Ain't nobody love you like I do (like I do) Baby, I think of you When I'm all alone and it's half past two Bet you think about it too Ain't nobody love you like I do Like I do  Like, like I do Like I do Like, like I do  Like I do  Like I do  Baby, I think of you When I'm all alone and it's half past two Bet you think about it too Ain't nobody love you like I do (like I do) Baby, I think of you When I'm all alone and it's half past two Bet you think about it too Ain't nobody love you like I do Like I do  Like, like I do Like I do Like, like I do  Like I do  Like I do  Baby, I think of you When I'm all alone and it's half past two Bet you think about it too Ain't nobody love you like I do"
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,685131578,"Oh, hey Oh, oh hey Oh, oh, oh hey Uh oh, uh oh  I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, no I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, oh I don't wanna know  Wasted (Wasted) And the more I drink, the more I think about you Oh no, no, I can't take it Baby, every place I go reminds me of you  Do you think of me? Of what we used to be? Is it better now that I'm not around? My friends are actin' strange, they don't bring up your name Are you happy now? Are you happy now?  I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, no I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, oh I don't wanna know  And every time I go out, yeah I hear it from this one, I hear it from that one That you got someone new Yeah, I see but don't believe it Even in my head, you're still in my bed Maybe I'm just a fool  Do you think of me? Of what we used to be? (What we used to be) Is it better now that I'm not around? (That I'm not around) My friends are actin' strange, they don't bring up your name Are you happy now? Are you happy now?  I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, no I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, oh I don't wanna know (Oh hey)  No more please stop No more hashtag boo'd up screenshots No more tryin' make me jealous on your birthday You know just how I made you better on your birthday, oh Do he do you like this, do he woo you like this? Do he lay it down for you, touch your poona like this? Matter fact, never mind, we'll let the past be May be his right now, but your body's still me, whoa  I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, no I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, oh I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, oh (The way I used to love you) I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, oh I don't wanna know  Oh hey Oh, oh hey Oh, oh, oh hey Uh oh, uh oh"
Bang My Head (feat. Sia & Fetty Wap),David Guetta,377776352,"I was bound, was tired Hadn't seen a light so long Thought I lost my fight Couldn't find my way back home And I found the light stepping out of me I was bound, and tired Waiting for daylight  Bang my head against the wall Though I feel light headed, now I know I will not fall I will rise above it all Found what I was searching for Though I feel light headed I should have failed, and nailed the floor Instead I rose above it all  Oh, oh, oh Bang my head against the wall Oh, oh, oh Instead I rose above it all Bang my head against the wall  When you think of giving up Just know, you might think you're dying but you won't And you feel the love stepping out of you But when you think of giving up, don't  Bang your head against the wall Though you feel light headed, now you know you will not fall You will rise above it all Found what you was searching for Though you feel light headed You should have failed, and nailed the floor Instead you rose above it all  Oh, oh, oh Bang my head against the wall Oh, oh, oh Instead I rose above it all Bang my head against the wall  I have broken wings I keep trying, keep trying No, I won't give up Oh I'm flying, oh I'm flying  Bang my head against the wall Though I feel light headed, now I know I will not fall I will rise above it all Found what I was searching for Though I feel light headed I should have failed, and nailed the floor Instead I rose above it all  Oh, oh, oh Bang my head against the wall Oh, oh, oh Bang my head against the wall Oh, oh, oh Bang my head against the wall Oh, oh, oh Instead I rose above it all"
Malibu,Miley Cyrus,461752659,"I never came to the beach or stood by the ocean I never sat by the shore under the sun with my feet in the sand But you brought me here, and I'm happy that you did 'Cause now I'm as free, as birds catchin' the wind I always thought I would sink, so I never swam I never went boatin', don't get how they are floatin' And sometimes I get so scared of what I can't understand  But here I am, next to you The sky's more blue in Malibu Next to you in Malibu Next to you  We watched the sun go down as we were walkin' I'd spent the rest of my life just standing here talkin' You would explain the current, as I just smile Hoping that you'll stay the same and nothing will change And it'll be us, just for a while Do they even exist? That's when I make a wish, to swim away with the fish Cause it's supposed to be this hot all summer long I never would've believed you if three years ago you told me I'd be here writing this song  But here I am, next to you The sky's so blue in Malibu Next to you in Malibu Next to you Next to you The sky's so blue in Malibu Next to you  We are just like the waves that flow back and forth Sometimes I feel like I'm drowning And you're there to save me And I wanna thank you with all of my heart It's a brand new start A dream come true in Malibu"
Runaway (U & I),Galantis,498864267,"Think I can fly, think I can fly when I'm with you My arms are wide, catching fire as the wind blows I know that I'm rich enough for pride, I see a billion dollars in your eyes Even if were strangers 'til we die  I wanna run away I wanna run away Anywhere out this place I wanna run away Just you and I, I, I, I, I You and I, I, I, I, I You and I, I, I, I, I You and I, I, I, I, I Just you and I  I wanna run, chase the morning sun when I'm with you Give it all away, catching fire as the wind blows I know that I'm rich enough for pride, I see a billion dollars in your eyes Even if were strangers 'til we die  I wanna run away I wanna run away Anywhere out this place I wanna run away Just you and I, I, I, I, I You and I, I, I, I, I You and I, I, I, I, I You and I, I, I, I, I Just you and I"
I Know What You Did Last Summer,Shawn Mendes,374604624,"Ah-ha, hey-hey Ah-ha, ah-ha Ah-ha, hey-hey Ah-ha, ah-ha  He knows Dirty secrets that I keep Does he know it's killing me? He knows, he knows D-d-does he know Another's hands have touched my skin? I won't tell him where I've been He knows, he knows, he knows  It's tearing me apart She's slipping away (I'm slipping away) Am I just hanging on to all the words she used to say? The pictures on her phone She's not coming home (I'm not coming home) Coming home, coming home  I know what you did last summer (Ah-ha) Just lied to me, 'There's no other' (Hey-hey) I know what you did last summer Tell me where you've been I know what you did last summer (Ah-ha) Look me in the eyes, my lover (Hey-hey) I know what you did last summer Tell me where you've been  I know, I know, I know, I know (Ah-ha) I know, I know, I know (Hey-hey) I know, I know, I know, I know (Ah-ha) I know, I know, I know (Ah-ha) I didn't mean it, no (Ah-ha), I didn't mean it, mean it, no (Hey-hey) Can't seem to let you go, can't seem to hold you close (Ah-ha) (Ah-ha)  I know When she looks me in the eyes They don't seem as bright No more, no more I know That she loved me at one time Would I promise her that night Cross my heart and hope to die  It's tearing me apart (It's tearing me apart) She's slipping away (I'm slipping away) Am I just hanging on to all the words she used to say? The pictures on her phone (The pictures on my phone) She's not coming home (I'm not coming home) Oh, na, na, na, oh yeah  I know what you did last summer (Ah-ha) Just lied to me, 'There's no other' (Hey-hey) I know what you did last summer Tell me where you've been I know what you did last summer (Ah-ha) Look me in the eyes, my lover (Hey-hey) I know what you did last summer Tell me where you've been  I know, I know, I know, I know I know, I know, I know I know, I know, I know, I know I know, I know, I know (No, no) Can't seem to let you go, can't seem to keep you close (Hold me close) I can't seem to let you go, can't seem to keep you close (You know I didn't mean it, though) Tell me where you've been lately Tell me where you've been lately (Just hold me close) Tell me where you've been lately Tell me where you've been lately (Don't, don't, don't, don't let me go) Can't seem to keep you close, can't seem to let you go (I didn't mean it, though) I know you didn't mean it, though I know you didn't mean it, though (I don't wanna let you go) Tell me you didn't mean it, though (No, no, no) Tell me you didn't mean it, though (Can't seem to let you go, seem to let you go) I know you didn't mean it, though I wanna know you mean it though (Hold me close) I know you didn't mean it though (Just hold me close) I know you didn't mean it though I can't seem to let you go, can't seem to hold you close  I know what you did last summer (Ah-ha) Just lied to me, 'There's no other' (Hey-hey) I know what you did last summer Tell me where you've been I know what you did last summer (Ah-ha) Look me in the eyes, my lover (Hey-hey) I know what you did last summer Tell me where you've been  I know, I know, I know, I know (Ah-ha) I know, I know, I know (Hey-hey) I know, I know, I know, I know (Ah-ha) I know, I know, I know (Ah-ha), yeah I know, I know, I know, I know (Ah-ha) I know, I know, I know (Hey-hey) I know, I know, I know, I know (Ah-ha) I know, I know, I know (Ah-ha) I know (I know, I know, I know)"
Not Nice,PARTYNEXTDOOR,144939393,"Oh-oh-oh-oh Oh-oh-oh-oh  You've got some vacation time You and your girlfriend too badmind Bad, bad, bad, when you're both combined I don't know why you look so nice  Girl you're not nice, you're rude Want me to feel like I'm new Want me to watch you do you Don't, girl, you look so nice But you're not nice, you're rude Look what you're putting me through I'd never do this to you  I need to hold the corner and then slow whine it One time, yeah I need to hold the corner and then slow whine it One time, yeah  You a real bad gyal weh nuh tek back chat And anything yuh say yuh can defend that You a real bad gyal weh nuh tek back chat And anything yuh say yuh can defend that too  Right now we're just taking time Other things are on your mind And you want bad, bad, bad when I treat you right I don't care how you look so nice  Girl you're not nice, you're rude Want me to feel like I'm new Want me to watch you do you Don't, girl, you look so nice But you're not nice, you're rude Look what you're putting me through I'd never do this to you  I need to hold the corner and then slow whine it One time, yeah I need to hold the corner and then slow whine it One time, yeah  You a real bad gyal weh nuh tek back chat And anything yuh say yuh can defend that You a real bad gyal weh nuh tek back chat And anything yuh say yuh can defend that too  I need to hold the corner I need to, I need to, I need to, I need to  I need to hold the corner and then slow whine it One time, yeah I need to hold the corner and then slow whine it One time, yeah  'Cause girl you're not nice, you're rude Want me to feel like I'm new Want me to watch you do you Don't, girl, you look so nice But you're not nice, you're rude Look what you're putting me through I'd never do this to you  Do this to you, do this to you Oh-oh-oh-oh Oh-oh-oh-oh You look so nice But you're not nice, not nice, not nice..."
oui,Jeremih,305647891,"Ahh ahh ahh ahh ahh Ahh ahh ahh ahh ahh Ahh ahh ahh ahh ahh ahh..  I think about all the time Think you may need all of mine Hate to say you know that love is blind I'm 'bout to see, I'll close my eyes (Truth is) They can't see you in here though Most of them need dollar signs to make Every day your birthday And every night your Valentine  If we Tried that we could be Somewhere in the climate Is warm, long as you around me I swear that everything will be just fine I wish that we could take some time Go anywhere, baby I dont mind Grown man, in my suit and tie Hey, there's no we without you and I Oh, yea, ah yea, ah ah yea Hey, there's no we without you and I Oh yea, ah yea, ah ah yea Hey, there's no we without you and I  See my baby know Where my baby go, I go It's no better feeling, you know When Im next to her for sure It's like you on my mind all day Get this off my chest Ah damn, I know I love you I swear your shit the best Friends, they know they hate Get that off my chest Ah yeah, I think I love you Oh baby, maybe...  If we Tried that we could be Somewhere in the climate Is warm, long as you around me I swear that everything will be just fine I wish that we could take some time Go anywhere, baby I dont mind Grown man, in my suit and tie Hey, there's no we without you and I Oh, yea, ah yea, ah ah yea Hey, there's no we without you and I Oh yea, ah yea, ah ah yea Hey, there's no we without you and I  Oohh, da du du du Oohh, da du du du Oohh, da du du du Oohh, da du du du  If we Tried that we could be Somewhere in the climate Is warm, long as you around me I swear that everything will be just fine I wish that we could take some time Go anywhere, baby I dont mind Grown man, in my suit and tie Hey, there's no we without you and I Oh, yea, ah yea, ah ah yea Hey, there's no we without you and I Oh yea, ah yea, ah ah yea Hey, there's no we without you and I"
Whippin (feat. Felix Snow),Kiiara,113681212,"Whippin', whippin' Whippin', whippin', whippin' Whippin'  Don't hit me past one 'cause I might come Pop a yellow bus, now I'm goin' dumb (Yee) If it's past two, I can't look at you (fuck it) But I will 'cause you're too true Too real, fuck the world, that's how you make me puke No-no-no, hey, I still fuck with you It's good luck when I'm like, 'Girl, what's up with you?' Wrist, wrist, wrist, whippin' in the car with you  Whippin' in the car with you, you, you Whippin' in the car with you, you, you Whippin' in the car with you, you, you Whippin' in the car with you, you, you Wh-whippin', whippin' Whippin', whippin', whippin' Whippin' Whippin', whippin', whippin' Whippin', whippin' Whippin' in the car with you Whippin' in the car with you Whippin' in the car with you, you, you Whippin' in the car with you, you, you Whippin' in the car with you, you, you Whippin' in the car with you, you, you  Phone lit, past three, see you say what's up Fuckboy, thought I told you not to hit me up I got a problem and it sucks, boy O.T., I'm in love with the fuckboys I'm just bein' real, can I keep it real? Way too many feels, way too many feels Chanel bag, cop it, I don't fuckin' want it I don't need that bullshit in your wallet  Whippin' in the car with you, you, you Whippin' in the car with you, you, you Whippin' in the car with you, you, you Whippin' in the car with you, you Whippin', whippin' Whippin', whippin', whippin' Whippin', whippin' Whippin', whippin', whippin' Whippin', whippin' Whippin' in the car with you Whippin' in the car with you Whippin' in the car with you, you, you Whippin' in the car with you, you, you Whippin', whippin' in the car with you, you, you Whippin' in the car with you, you, you Whippin', whippin' in the car with you, you, you Whippin' in the car with you, you, you Whippin' in the car with you, you, you Whippin', whippin' in the car with you, you, you  Whippin' in the car with you, you, you You, you, you, you"
Cake - Challenge Version,Flo Rida,137729411,"You know when I come by, you know what it look like Everything lit, all the girls in free Anybody inside sipping on a good time You ain't gotta rest, they can put it on me  When they wanna go off They know when my money show off I don't ever get it one way, yeah Spend it and I get it same day, but hey  I didn't come here to party I didn't come here to stay I came to leave with somebody I only came for the cake I only came for the cake I only came for the cake  You know what I came for, I'mma throw a bankroll You ain't gotta flex, got your mind on me Go until it's all gone, I don't gotta say no I can blow a check, tell me what it's gon' be  When they wanna go off They know when my money show off I don't ever get it one way, yeah Spend it and I get it same day, but hey  I didn't come here to party I didn't come here to stay I came to leave with somebody I only came for the cake I only came for the cake I only came for the cake  Cake cake cake cake, cake cake cake cake Cake cake cake cake, cake cake cake cake Cake cake cake cake, cake cake cake cake Cake cake cake cake, cake cake cake cake I only came for the cake  I didn't come here to party I didn't come here to stay I came to leave with somebody I only came for the cake I only came for the cake I only came for the cake"
Toothbrush,DNCE,258685526,"Baby, you don't have to rush You can leave a toothbrush at my place, at my place We don't need to keep it hush You could leave a toothbrush at my place, at my place  Stuck in a limbo, half hypnotized Each time I let you stay the night, stay the night Up in the morning, tangled in sheets We play the moment on repeat, on repeat  When you're standing there in your underwear And my t-shirt from the night before With your messed up hair and your feet still bare Would you mind closing the bedroom door?  Baby, you don't have to rush You can leave a toothbrush at my place, at my place We don't need to keep it hush You could leave a toothbrush at my place, at my place  I just, I just can't let you go, weird Give me something I've never known So, baby, you don't have to rush You could leave a toothbrush at my place, at my place  No need to question next time we meet I know youre coming home with me, home with me Sweat like a sauna, break up the ice I know youre gonna stay the night, stay the night  When you're standing there in your underwear And my t-shirt from the night before With your messed up hair and your feet still bare Would you mind closing the bedroom door?  Baby, you don't have to rush You can leave a toothbrush at my place, at my place We don't need to keep it hush You could leave a toothbrush at my place, at my place  I just, I just can't let you go, weird Give me something I've never known So, baby, you don't have to rush You could leave a toothbrush at my place, at my place  'Cause I don't want this to end And there's no need to play pretend If you stay with me again Would you mind closing the bedroom door?  Baby, you don't have to rush You can leave a toothbrush at my place, at my place We don't need to keep it hush You could leave a toothbrush at my place, at my place  I just, I just can't let you go, weird Give me something I've never known So, baby, you don't have to rush You could leave a toothbrush at my place, at my place"
Slow Hands,Niall Horan,540371140,"We should take this back to my place That's what she said right to my face 'Cause I want you bad Yeah, I want you, baby I've been thinkin' 'bout it all day And I hope you feel the same way, yeah 'Cause I want you bad Yeah, I want you, baby  Slow, slow hands Like sweat drippin' down our dirty laundry No, no chance That I'm leavin' here without you on me I, I know Yeah, I already know that there ain't no stoppin' Your plans and those Slow hands (woo) Slow hands  I just wanna take my time We could do this, baby, all night, yeah 'Cause I want you bad Yeah, I want you, baby  Slow, slow hands Like sweat drippin' down our dirty laundry No, no chance That I'm leavin' here without you on me I, I know Yeah, I already know that there ain't no stoppin' Your plans and those Slow hands (woo)  Fingertips puttin' on a show Got me now and I can't say no Wanna be with you all alone Take me home, take me home Fingertips puttin' on a show Can't you tell that I want you, baby, yeah  Slow, slow hands Like sweat drippin' down our dirty laundry No, no chance That I'm leavin' here without you on me I, I know Yeah, I already know that there ain't no stoppin' Slow, slow hands Like sweat drippin' down our dirty laundry No, no chance That I'm leavin' here without you on me I, I know Yeah, I already know that there ain't no stoppin' Your plans and those Slow hands (woo) Slow hands Woo, slow hands"
Renegades,X Ambassadors,378833688,"Run away-ay with me Lost souls in revelry Running wild and running free Two kids, you and me  And I say Hey, hey hey hey Livin' like we're renegades Hey hey hey Hey hey hey Livin' like we're renegades Renegades, renegades  Long live the pioneers Rebels and mutineers Go forth and have no fear Come close and lend an ear  And I say Hey, hey hey hey Livin' like we're renegades Hey hey hey Hey hey hey Livin' like we're renegades Renegades, renegades  All hail the underdogs All hail the new kids All hail the outlaws Spielbergs and Kubricks  It's our time to make a move It's our time to make amends It's our time to break the rules Let's begin  And I say Hey, hey hey hey Livin' like we're renegades Hey hey hey Hey hey hey Livin' like we're renegades Renegades, renegades"
All I Am,Jess Glynne,126296939,"Ooh...  Every butterfly I get belongs to you You don't believe me, but it's true Sure, the freckles on my arm spell out your name Real feelings coming through 'Cause all I know and all I am is you, ooh Yeah, all I know and all I am is you, ooh  I'm breaking my silence 'Cause I've had a few I just can't deny it That all I know and all I am is you  Every time I think I'm falling I know you're falling too There's no doubt you're all in (Oh, oh, oh, oh) If you ever think you're falling You know I'll catch you too (Oh-oh, oh-oh) 'Cause all I am is you  Ooh Ooh (Oh)  (Hey!) Every daydream I have starts and ends with you (Hey!) I wanna play it one more time (Hey!) When I need an alibi, you're my perfect excuse (Hey!) You are always on my side  'Cause all I know and all I am is you, ooh  I'm breaking my silence 'Cause I've had a few I just can't deny it (Oh, no) That all I know and all I am is you  Every time I think I'm falling I know you're falling too There's no doubt you're all in (Oh, oh, oh, oh) If you ever think you're falling You know I'll catch you too (Oh-oh, oh-oh) All I am is you  It feels like I'm miles away You bring me back home again You hold me through my mistakes Let go as we start again You're a habit I'll never break No-no, no-no, no, ooh!  I'm breaking my silence 'Cause I've had a few I just can't deny it (Oh, no) That all I know and all I am is you (Oh woah)  Every time I think I'm falling I know you're falling too There's no doubt you're all in (Oh, oh, oh, oh, ah) If you ever think you're falling You know I'll catch you too (Oh-oh, oh-oh) All I am is you  'Cause all I know and all I am is you (Ooh) Yeah, all I know and all I am is you (Ooh) 'Cause all I know and all I am is you (Ooh) Yeah, all I know and all I am is you"
7 Years,Lukas Graham,1032528706,"Once I was seven years old my momma told me Go make yourself some friends or you'll be lonely Once I was seven years old  It was a big big world, but we thought we were bigger Pushing each other to the limits, we were learning quicker By eleven smoking herb and drinking burning liquor Never rich so we were out to make that steady figure  Once I was 11 years old my daddy told me Go get yourself a wife or you'll be lonely Once I was 11 years old  I always had that dream like my daddy before me So I started writing songs, I started writing stories Something about that glory just always seemed to bore me Cause only those I really love will ever really know me  Once I was 20 years old, my story got told Before the morning sun, when life was lonely Once I was 20 years old (Lukas Graham!!!)  I only see my goals, I don't believe in failure Cause I know the smallest voices, they can make it major I got my boys with me at least those in favor And if we don't meet before I leave, I hope I'll see you later  Once I was 20 years old, my story got told I was writing 'bout everything, I saw before me Once I was 20 years old Soon we'll be 30 years old, our songs have been sold We've traveled around the world and we're still roaming Soon we'll be 30 years old  I'm still learning about life My woman brought children for me So I can sing them all my songs And I can tell them stories Most of my boys are with me Some are still out seeking glory And some I had to leave behind My brother I'm still sorry  Soon I'll be 60 years old, my daddy got 61 Remember life and then your life becomes a better one I made a man so happy when I wrote a letter once I hope my children come and visit, once or twice a month  Soon I'll be 60 years old, will I think the world is cold Or will I have a lot of children who can warm me Soon I'll be 60 years old Soon I'll be 60 years old, will I think the world is cold Or will I have a lot of children who can hold me Soon I'll be 60 years old  Once I was seven years old, my momma told me Go make yourself some friends or you'll be lonely Once I was seven years old Once I was seven years old"
