Title,Artist,Count,Lyrics
Questions,Chris Brown,231587467,"Wey you a deal wid  From the moment you was dancing in the party, pushing all on me Giving everything, you're giving everything tonight And if you thought you could get away from me and get away from me Girl, just take your time (time, time), you're coming home with me tonight  Girl, I got a question for ya Can I get an answer? Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah Girl, I got a question for ya Can I get an answer? Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah  She only love me 'cause I'm dangerous (dangerous, oh yeah) That pum pum something like angel dust (angel dust, some') Girl, let me hold ya, put mi ting all around ya Make me feel like I own ya, kill the poon like a warrior, hit that pum like  Girl, I got a question for ya (I got) Can I get an answer? (An answer) Yeah, yeah, yeah, yeah (yeah, yeah) Yeah, yeah, yeah, yeah Girl, I got a question for ya (girl, I got) Can I get an answer? (Can I get an answer?) Yeah, yeah, yeah, yeah (oh woah) Yeah, yeah, yeah, yeah  Let me hold you Come caress my body You got me going crazy You turn me on, turn me on Girl, let me love you Put your arms around me You got me going crazy You turn me on, turn me on, yeah  Girl, I got a question for ya Can I get an answer? Yeah, yeah, yeah, yeah (yeah, yeah) Yeah, yeah, yeah, yeah (yeah, yeah) Girl, I got a question for ya (oh) Can I get an answer? Yeah, yeah, yeah, yeah (woo, yeah, yeah) Yeah, yeah, yeah, yeah"
Sing,Ed Sheeran,389583971,"It's late in the evening Glass on the side I've been sat with you For most of the night Ignorin' everybody here We wish they would disappear So maybe we could get down now And I don't wanna know If you're gettin' ahead of the program I want you to be mine, lady To hold your body close Take another step into the no-man's land And for the longest time, lady  I need you darling Come on, set the tone If you feel you're fallin' Wont you let me know If you love me Come on, get involved Feel it rushin' through you From your head to toe  SING! LOUDER! SING!  This love is ablaze, I saw flames from the side of the stage And the fire brigade comes in a couple of days Until then, we got nothin' to say and nothin' to know But somethin' to drink and maybe somethin' to smoke Let it go until our roads are changed Singin' 'We Found Love' in a local rave No, I don't really know what I'm supposed to say But I can just figure it out, then hope and pray I told her my name, then said 'It's nice to meet you' Then she handed me a bottle of water filled with tequila I already know if she's a keeper Just from this one small act of kindness, I'm in Deep shit if anybody finds out I meant to drive home but I drunk all of it now Not soberin' up, we just sit on the couch One thing led to another, now she's kissin' my mouth  I need you darling Come on, set the tone If you feel you're fallin' Wont you let me know If you love me Come on, get involved Feel it rushin' through you From your head to toe  SING! LOUDER! SING!  Can you feel it? All the guys in here don't even wanna dance Can you feel it? All that I can hear is music from the back But can you feel it? Found you hidin' here so won't you take my hand, darlin'? Before the beat kicks in again Can you feel it? Can you feel it?  SING! I need you darling Come on, set the tone If you feel you're fallin' Wont you let me know LOUDER! SING! If you love me Come on, get involved Feel it rushin' through you From your head to toe LOUDER! SING!"
Paris,The Chainsmokers,766950942,"We were staying in Paris To get away from your parents And I thought, Wow If I could take this in a shot right now I don't think that we could work this out Out on the terrace I don't know if it's fair but I thought How could I let you fall by yourself While I'm wasted with someone else?  If we go down then we go down together They'll say you could do anything They'll say that I was clever If we go down then we go down together We'll get away with everything Let's show them we are better  Let's show them we are better Let's show them we are better  We were staying in Paris To get away from your parents You look so proud Standing there with a frown and a cigarette Posting pictures of yourself on the Internet Out on the terrace We breathe in the air of this small town on our own, cuttin' class for the thrill of it Getting drunk on the past, we were livin' in  If we go down then we go down together They'll say you could do anything They'll say that I was clever If we go down then we go down together We'll get away with everything Let's show them we are better  Let's show them we are Show them we are Let's show them we are Show them we are Let's show them we are better We were staying in Paris Let's show them we are better Let's show them we are Show them we are Let's show them we are Show them we are Let's show them we are better  If we go down then we go down together They'll say you could do anything They'll say that I was clever If we go down then we go down together We'll get away with everything Let's show them we are better  We were staying in Paris (If we go down) We were staying in Paris (If we go down) We were staying in Paris (If we go down) We were staying in Paris (If we go down) Let's show them we are better We were staying in Paris  Let's show them we are better Let's show them we are better If we go down Let's show them we are better If we go down Let's show them we are better If we go down Let's show them we are better Let's show them we are better"
Tears (feat. Louisa Johnson),Clean Bandit,160327605,"I tried hard to make you want me But we're not supposed to be And the truth will always haunt me Even though it set me free And my tears flow like the ocean As they floated in the breeze They were falling in slow motion And they brought me to my knees  You're haunting me, taunting me all in my brain Turn off the light and now all that remains Fills me with doubt And I'm shouting your name out loud Why do you wanna put me through the pain? I get the feeling I'll never escape I can't hide away from the shame of you  Tears on the ground, tears on my pillow You won't bring me down And I'll get over you These tears will get me through And I'll get over you  I'll, I'll, I'll get over you I'll, I'll I'll, I'll, I'll get over you I'll, I'll, I'll get over you  When did you lose your emotion? When did you become so cruel? And if you want to cut me open Says a thousand words 'bout you And in time I know you'll leave me Like a distant memory I know love can be so easy If I start by loving me, oh  You're haunting me, taunting me all in my brain Turn off the light and now all that remains Fills me with doubt And I'm shouting your name out loud Why do you wanna put me through the pain? I get the feeling I'll never escape I can't hide away from the shame of you Woah-oh-oh  Tears on the ground, tears on my pillow You won't bring me down  I'll get over you I'll get over you I'll get over you I'll get over you Woah-oh-oh  Tears on the ground, rain at my window The pain washes out And I'll get over you These tears will get me through And I'll get over you  I'll get over you I'll, I'll, I'll get over you I'll, I'll I'll get over you I don't need you to call me tonight (I'll get over you) I don't need you to see if I'm alright (I'll get over you) You left me, so leave me, I'm fine I'll be here getting on with my life  Tears on the ground, tears on my pillow You won't bring me down I'll get over you Rain at my window, the pain washes out I'll get over you, I'll get over you Tears on the ground I'll get over you Rain at my window The pain washes out And I'll get over you Oh yeah, I'll get over you  I'll get over I'll get over you"
Head Above Water,Avril Lavigne,112700846,"I've gotta keep the calm before the storm I dont want less, I don't want more Must bar the windows and the doors To keep me safe, to keep me warm Yeah, my life is what I'm fighting for Cant part the sea, can't reach the shore And my voice becomes the driving force I won't let this pull me overboard  God, keep my head above water Don't let me drown, it gets harder I'll meet you there, at the altar As I fall down to my knees Don't let me drown, drown, drown Don't let me, don't let me, dont let me drown  So pull me up from down below Cause I'm underneath the undertow Come dry me off and hold me close I need you now, I need you most  God, keep my head above water Dont let me drown, it gets harder I'll meet you there, at the altar As I fall down to my knees Don't let me drown, drown, drown Don't let me, dont let me, don't let me drown Don't let me drown, drown, drown (I keep my head above water, above water) Don't let me, don't let me, don't let me drown  And I can't see in the stormy weather I can't seem to keep it all together And I, I can't swim the ocean like this forever And I can't breathe God, keep my head above water I lose my breath, at the bottom Come rescue me, I'll be waiting I'm too young to fall asleep  So God, keep my head above water Don't let me drown, it gets harder I'll meet you there, at the altar As I fall down to my knees  Don't let me drown Don't let me drown (Don't let me, don't let me drown) Don't let me drown And keep my head above water, above water (Don't let me, don't let me drown)"
Girls,The 1975,139737071,"Bite your face to spite your nose Seventeen and a half years old Worrying about my brother finding out Where's the fun in doing what you're told?  I said 'No!' 'Oh give it a rest, I could persuade you I'm not your typical, stoned eighteen year old Give me a night, I'll make you' 'I know you're looking for salvation in the secular age But girl I'm not your savior' Wrestle to the ground God help me now because  They're just girls breaking hearts Eyes bright, uptight, just girls But she can't be what you need if she's seventeen They're just girls They're just girls  A pair of frozen hands to hold Oh she's so southern so she feels the cold One moment I was tearing off your blouse Now you're living in my house What happened to just messing around?  I said 'Yo, I think you better go, I can't take you You just sit and get stoned with thirty-year-olds and you think you've made it Well, shouldn't you be fucking with somebody your age instead of making changes?' Wrestle to the ground God help me now because  They're just girls breaking hearts Eyes bright, uptight, just girls But she can't be what you need if she's seventeen They're just girls They're just girls  I told her from the start Destined to be hard I told her from the start I'll break your heart Destined to be hard Break your heart  I said 'Yo, I think you better go, I can't take you I know you're looking for salvation in the secular age, but girl I'm not your savior Well, shouldn't you be fucking with somebody your age instead of making changes?' Wrestle to the ground God help me now because  They're just girls breaking hearts Eyes bright, uptight, just girls But she can't be what you need if she's seventeen They're just girls They're just girls They're just girls breaking hearts Eyes bright, uptight, just girls But she can't be what you need if she's seventeen They're just girls They're just girls Because they're just girls..."
Ain't My Fault,Zara Larsson,321859564,"Oh my, oh my, oh my Oh my, oh my, oh my Oh my, oh my, oh my, oh my Hahaha  It ain't my fault you keep turnin' me on It ain't my fault you got, got me so gone It ain't my fault I'm not leavin' alone It ain't my fault you keep turnin' me on I can't talk right now I'm lookin' and I like what I'm seein' Got me feelin' kinda shocked right now Couldn't stop right now Even if I wanted, gotta get it, get it, get it, when it's hot right now Oh my god, what is this? Want you all in my business Baby, I insist Please don't blame me for whatever happens next  No, I-I-I-I can't be responsible If I-I-I-I get you in trouble now See, you're-'re-'re-'re too irresistible Yeah, that's for sure So, if I put your hands where my eyes can't see Then you're the one who's got a hold on me No, I-I-I-I can't be responsible, responsible It ain't my fault (Nope, nope, nope, nope) It ain't my fault (Nope, nope, nope, nope) It ain't my fault  It ain't my fault you came here lookin' like that You just made me trip, fall and land on your lap Certain bad boy smooth Body hotter than a summer I don't mean to be rude, but I'd look so damn good on ya Ain't got time right now Missed me with that 'What's your name, your sign' right now It's light outside I just called an Uber and it's right outside Oh my god, what is this? Want you all in my business Baby, I insist Please don't blame me for whatever happens next  No, I-I-I-I can't be responsible If I-I-I-I get you in trouble now See, you're-'re-'re-'re too irresistible Yeah, that's for sure So, if I put your hands where my eyes can't see Then you're the one who's got a hold on me No, I-I-I-I can't be responsible, responsible It ain't my fault (Nope, nope, nope, nope) It ain't my fault (Nope, nope, nope, nope) It ain't my fault  Baby, one, two, three Your body's callin' me And I know wherever you're at is exactly where I wanna be But don't blame me It ain't my fault (Nope, nope, nope) It ain't my fault (Nope, nope, nope) It ain't my fault (Nope, nope, nope) It ain't my fault Oh my, oh my, oh my, oh my Ooh ooh  So if I put your hands where my eyes can't see (hey yeah) Then you're the one who's got a hold on me (oh yeah) No, I-I-I-I can't be responsible, responsible It ain't my fault (Nope, nope, nope, nope) No-oh-oh, it ain't my fault It ain't my fault No-oh-oh, no-oh-oh, no (Nope, nope, nope, nope) It ain't my fault It ain't my fault you got me so gone It ain't my fault It ain't my fault you got me so gone It ain't my fault It ain't my fault Well, that's too bad, it ain't my fault It ain't my fault"
Perfect Strangers,Jonas Blue,657609606,"You were looking at me like you wanted to stay When I saw you yesterday I'm not wasting your time, I'm not playing no games I see you  Who knows the secret tomorrow will hold? We don't really need to know 'Cause you're here with me now, I don't want you to go You're here with me now, I don't want you to go  Maybe we're perfect strangers Maybe it's not forever Maybe the night will change us Maybe we'll stay together Maybe we'll walk away Maybe we'll realize We're only human Maybe we don't need no reason Maybe we're perfect strangers Maybe it's not forever Maybe the night will change us Maybe we'll stay together Maybe we'll walk away Maybe we'll realize We're only human Maybe we don't need no reason why Come on, come on, come over Maybe we don't need no reason why Come on, come on, come over  No one but you got me feeling this way There's so much we can't explain Maybe we're helping each other escape I'm with you  Who knows the secret tomorrow will hold? We don't really need to know 'Cause you're here with me now, I don't want you to go You're here with me now, I don't want you to go  Maybe we're perfect strangers Maybe it's not forever Maybe the night will change us Maybe we'll stay together Maybe we'll walk away Maybe we'll realize We're only human Maybe we don't need no reason Maybe we're perfect strangers Maybe it's not forever Maybe the night will change us Maybe we'll stay together Maybe we'll walk away Maybe we'll realize We're only human Maybe we don't need no reason why Come on, come on, come over Maybe we don't need no reason why Come on, come on, come over Maybe we're perfect strangers Come on, come on, come over Maybe we don't need no reason why Come on, come on, come over"
Truffle Butter,Nicki Minaj,222297882,"You know Touchin' Yeah Night of You know Touchin' Yeah Night of  Uh, thinkin' out loud I must have a quarter million on me right now Hard to make a song 'bout somethin' other than the money Two things I'm about is talkin' blunt and staying blunted Pretty women, are you here? Are you here right now, huh? We should all disappear right now Look, you're gettin' all your friends and you're gettin' in the car And you're comin' to the house, are we clear right now, huh? You see the fleet of all the new things Cop cars with the loose change All white like I move things Niggas see me rollin' and they mood change Like a muhfucka New flow, I got a dozen of 'em I don't trust you, you a undercover I could probably make some step-sisters fuck each other (woo) Talkin' filets with the truffle butter Fresh sheets and towels, man she gotta love it Yeah, they all get what they desire from it What, tell them niggas we ain't hidin' from it  You know Touchin' Yeah Night of You know Touchin' Yeah Night of  Yo, thinkin' out loud I must have about a milli on me right now And I ain't talkin' about that Lil Wayne record I'm still the highest sellin' female rapper, for the record Man, this a 65 million single sold I ain't gotta compete with a single soul I'm good with the ballpoint game, finger roll Ask me how to do it, I don't tell a single soul Pretty women, wassup? Is you here right now? You a stand-up or is you in your chair right now? Uhh, do you hear me? I can't let a wack nigga get near me I might kiss the baddest bitch if you dare me I ain't never need a man to take care of me Yo, I'm in that big boy, bitches can't rent this I floss everyday, but I ain't a dentist Your whole style and approach, I invented And I ain't takin' that back, cause I meant it  You know Touchin' Yeah Night of You know Touchin' Yeah Night of  Uh, thinkin' out loud I could be broke and keep a million dollar smile LOL to the bank, check in my account Bank teller flirtin' after checkin' my account Pretty ladies, are you here?, truffle butter on your pussy Cuddle buddies on the low, you ain't gotta tell your friend That I eat it in the morning, cause she gon' say 'I know' Can I hit it in the bathroom?, put your hands on the toilet I'll put one leg on the tub, girl, this my new dance move I just don't know what to call it But bitch you dancing with the stars I ain't nothin' like your last dude What's his name?  Not important I brought some cocaine if you snortin' She became a vacuum, put it on my dick like carpet Suck the white off, white chocolate I'm so heartless, thoughtless, lawless, and flawless Smallest, regardless, largest in charge And born in New Orleans, get killed for Jordans Skateboard, I'm gnarly, Drake, Tunechi, and Barbie You know!  You know Touchin' Yeah Night of You know Touchin' Yeah Night of"
Never Be Like You,Flume,491970926,"What I would do to take away this fear of being loved Allegiance to the pain Now I'm fucked up and I'm missing you He'll never be like you I would give anything to change this fickle-minded heart That loves fake shiny things Now I'm fucked up and I'm missing you He'll never be like you  I'm only human, can't you see? I made, I made a mistake Please just look me in my face, tell me everything's okay 'Cause I got it, ooh, he'll never be like you I'm only human, can't you see? I made, I made a mistake Please just look me in my face, tell me everything's okay 'Cause I got it, ooh, he'll never be like you  How do I make you wanna stay? Hate sleeping on my own, missing the way you taste Now I'm fucked up and I'm missing you He'll never be like you Stop looking at me with those eyes Like I could disappear and you wouldn't care why Now I'm fucked up and I'm missing you He'll never be like you  I'm only human, can't you see? I made, I made a mistake Please just look me in my face, tell me everything's okay 'Cause I got it, ooh, he'll never be like you I'm only human, can't you see? I made, I made a mistake Please just look me in my face, tell me everything's okay 'Cause I got it, ooh, he'll never be like you  I'm falling on my knees, forgive me, I'm a fucking fool I'm begging, darling, please, absolve me of my sins, won't you? I'm falling on my knees, forgive me, I'm a fucking fool I'm begging, darling, please, absolve me of my sins, won't you?  I'm only human, can't you see? I made, I made a mistake Please just look me in my face, tell me everything's okay 'Cause I got it, ooh, he'll never be like you I'm only human, can't you see? I made, I made a mistake Please just look me in my face, tell me everything's okay 'Cause I got it, ooh, he'll never be like you  Baby, baby, please believe me C'mon, take it easy Please don't ever leave me, ooh He'll never be like you"
Send My Love (To Your New Lover),Adele,574061680,"Just the guitar? Okay, cool  This was all you, none of it me You put your hands on, on my body and told me Mmm, told me you were ready For the big one, for the big jump I'd be your last love, everlasting, you and me Mmm, that was what you told me  I'm giving you up I've forgiven it all You set me free  Send my love to your new lover Treat her better We've gotta let go of all of our ghosts We both know we ain't kids no more Send my love to your new lover Treat her better We've gotta let go of all of our ghosts We both know we ain't kids no more  I was too strong, you were trembling You couldn't handle the hot heat rising (rising) Mmm, baby, I'm still rising I was running, you were walking You couldn't keep up, you were falling down (down) Mmm, there's only one way down  I'm giving you up I've forgiven it all You set me free, oh  Send my love to your new lover Treat her better We've gotta let go of all of our ghosts We both know we ain't kids no more Send my love to your new lover Treat her better We've gotta let go of all of our ghosts We both know we ain't kids no more  If you're ready, if you're ready If you're ready, I am ready If you're ready, if you're ready We both know we ain't kids no more No, we ain't kids no more  I'm giving you up I've forgiven it all You set me free  Send my love to your new lover Treat her better We've gotta let go of all of our ghosts We both know we ain't kids no more Send my love to your new lover Treat her better We've gotta let go of all of our ghosts We both know we ain't kids no more  If you're ready, if you're ready (Send my love to your new lover) If you're ready, are you ready? (Treat her better) We've gotta let go of all of our ghosts We both know we ain't kids no more If you're ready, if you're ready (Send my love to your new lover) If you're ready, are you ready? (Treat her better) We've gotta let go of all of our ghosts We both know we ain't kids no more"
Never Forget You,Zara Larsson,655267405,"I used to be so happy, but without you here I feel so low I watched you as you left, but I can never seem to let you go 'Cause once upon a time you were my everything It's clear to see that time hasn't changed a thing It's buried deep inside me, but I feel there's somethin' you should know  I will never forget you You will always be by my side From the day that I met you I knew that I would love you 'til the day I die And I will never want much more And in my heart, I will always be sure I will never forget you And you will always be by my side 'til the day I die  'Til the day I die 'Til the day I die 'Til the day I die  Funny how we both end up here, but everything seems so right I wonder what would happen if we went back and put up a fight 'Cause once upon a time you were my everything It's clear to see that time hasn't changed a thing So, what in this world do you think could ever take you off my mind? (Take you off my mind)  I will never forget you You will always be by my side (Be by my side) From the day that I met you (Day I met you) I knew that I would love you 'til the day I die And I will never want much more And in my heart, I will always be sure (Be sure) I will never forget you (Never forget you) And you will always be by my side 'til the day I die  Feelin' it, lovin' it, everything that we do And all along, I knew I had somethin' special with you But sometimes you just gotta know that these things fall through But I'm still tied and I can't hide my connection with you Feelin' it, lovin' it, everything that we do And all along, I knew I had something special with you But sometimes you just gotta know that these things fall through I can't hide my connection with you  I will never forget you And you will always be by my side (You will always be my) From the day that I met you (Day that I met you) I knew that I would love you 'til the day I die And I will never want much more And in my heart, I will always be sure (In my heart, I will be sure) That I will never forget you (Never forget you) And you will always be by my side 'til the day I die  Die, yeah 'Til the day I die, 'til the day I die, 'til the day I die Oh yeah, yeah, oh 'Til the day I die, 'til the day I die, 'til the day I die And you will always be by my side I will never forget you I will never, never, never, never Never, never, never, never I will never forget you 'til the day I die"
Hear Me Now,Alok,426986327,If you get to hear me now If you get to hear me now  I know you'll get stronger When you get older Just don't shrug your shoulders When you get older  The things aren't easy So just believe me now If you don't keep it cool now You'll never make a sound  All the lights will guide the way If you get to hear me now All the fears will fade away If you get to hear me now If you get to hear me now If you get to hear me now  Leave excuses aside Speak out your mind And don't let it slide You're not always right  The things aren't easy So just believe me now Don't learn the hard way Just let me show you how  All the lights will guide the way If you get to hear me now All the fears will fade away If you get to hear me now If you get to hear me now If you get to hear me now  If you get to hear me now If you get to hear me now If you get to hear me now If you get to hear me now
The Mack,Nevada,236015657,"Well, I tried to tell you so (yes, I did) But I guess you didn't know As the saddest story goes Baby, now I got the flo' Cause I knew it from the start Baby, when you broke my heart That I had to come again And to show you that I'm with  You lied to me All those times I said that I loved you You lied to me Oh my god baby Dare I ask  Return of the Mack, once again Return of the Mack, top of the world Return of the Mack, watch my flow You know that I'll be back Return of the Mack  So, I'm back up in the game (hustling sound) Running things to keep my swing (whole night long) Letting all the people know That I'm back to run the show Cause what you did you know was wrong And all the nasty things you've done (oh oh oh) So baby listen carefully while I sing my comeback song Squah!  You lied to me All those times I said that I loved you You lied to me Oh my god baby Dare I ask You lied to me, all this pain you said I'd never feel You lied to me, but I do, but I do, do, do  Return of the Mack, there it is Return of the Mack, come on Return of the Mack, oh my God You know that I'll be back, here I am Return of the Mack, once again Return of the Mack, top of the world Return of the Mack, watch my flow You know that I'll be back, here I go  Cause the money ain't enough I remember when it was I had dreams of being up I ain't never leave you stuck (oh my god) And you say you will never turn on me, baby, aye You played me like a tournament, baby, aye You know I gave you the best of me, baby Oh man, I thought you were next to me, baby I guess I gotta show you I am the one that you were with That got you swerving in the whip And putting diamonds on your wrists, baby Still making hit after hit, baby I bet you'll let me hit after this  You lied to me, all this pain you said I'd never feel You lied to me, but I do, but I do, do, do  Return of the Mack, yea Return of the Mack, come on Return of the Mack, oh my God You know that I'll be back, here I am Return of the Mack, once again Return of the Mack, top of the world Return of the Mack, watch my flow You know that I'll be back, here I go"
Hurts So Good,Astrid S,217117246,"You fight me off like a firefighter So tell me why you still get burned You say you're not, but you're still a liar 'Cause I'm the one that you run to first  Every time, yeah, why do you try to deny it When you show up every night and Tell me that you want me, but it's complicated So complicated  When it hurts, but it hurts so good Do you take it? Do you break it off? When it hurts, but it hurts so good Can you say it? Can you say it? Your love is like... (hey, na-na-na, na-na) Your love is like... (hey, na-na-na, na-na) It hurts so good (hey, na-na-na, na-na) Your love is like... (hey, na-na-na, na-na) It hurts so good  Every time that I swear it's over It makes you want me even more You pull away and I come in closer And all we ever stay is torn  Baby, I don't know why I try to deny it When you show up every night I tell you that I want you, but it's complicated So complicated  When it hurts, but it hurts so good Do you take it? Do you break it off? When it hurts, but it hurts so good Can you say it? Can you say it? Your love is like... (hey, na-na-na, na-na) Your love is like... (hey, na-na-na, na-na) It hurts so good (hey, na-na-na, na-na) Your love is like... (hey, na-na-na, na-na) It hurts so good  Wide awake through the daylight Would you hold me like we're running a yellow light? Reach for you with my hands tied Are we dancing like we're burning in paradise?  When it hurts, but it hurts so good Do you take it? Do you break it off? When it hurts, but it hurts so good Can you say it? Can you say it? Your love is like... (hey, na-na-na, na-na) Your love is like... (hey, na-na-na, na-na) It hurts so good (hey, na-na-na, na-na) (Yeah-yeah, yeah-yeah) Your love is like... (hey, na-na-na, na-na) It hurts so good"
Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,209710506,"We used to roll at the Rink, we used to roll at the Rink I used to talk way too much, you used to know everything You couldn't stand me, I couldn't stand you You said I'm steady playin', but you steady playin' too Your big brother foot work, your play sister Juke The Rink was the place, but in that space and time I was too young for you As you were for me, too worried 'bout Frooties and Chews 'Til I found out all the shorties with cooties was cute And realized what booties could do  We gon' get it poppin', we gon' get it jukin' We gon' throw a party, and we ain't gotta do shit You came with your best friend, came up for the weekend Rollin' with your party, so tell me what you thinkin' Said we gon' have a juke jam, we gon' have a juke jam We can have a party, just listening to music Like we used to do, I'll get close to you I remember you, you used to, I remember you, 'cause  We've got so much history, baby (Juke), maybe (Juke) Maybe you and I were meant to be, maybe (Juke), I'm crazy (Juke)  We never rolled at the Rink, we would just go to the Rink You ain't buy tokens no more, you just hip roll at the Rink You had a nigga, I couldn't stand him But when they play 'Take You Down,' Chris Brown, I am his stand-in I mean it's just dancing, it's harmless as fuck Then I put my waist to your hips and your legs in my arms just to harness you up Then we hit the floor, all the kiddies stop skating To see grown folks do what grown folks do when they grown and they dating  We've got so much history, baby (That's right, that's right), maybe (That's right, that's right) Maybe you and I were meant to be, maybe I'm crazy Crazy 'bout you  We gon' get it poppin', we gon' get it jukin' We gon' throw a party, and we ain't gotta do shit You came with your best friend, came up for the weekend Rollin' with your party, so tell me what you thinkin' Said we gon' have a juke jam, we gon' have a juke jam We can have a party, just listening to music Like we used to do, I'll get close to you I remember you, you used to, I remember you, 'cause  We've got so much history, baby (Juke), maybe (Juke)"
Influence,Tove Lo,33879635,"First line, take mine; I'm fine as fuck Love myself tonight and I think you can feel the same Moonshine, good time; babe, you're in luck Cause I will do whatever comes to mind, yeah, go insane  Things I say don't usually come easily There's one thing I need you now to know 'bout me  You know I'm under the influence So don't trust every word I say, I say When I'm under the influence It's a blur, but I want my way, my way You know I'm under the influence So don't trust every word I say, I say Sounds good without making sense It's a blur, but I want my way, my way When I'm under the influence  Ticker, flicker; I feel the beat Hold onto the floor, but I keep spinnin' round and round Swing me, baby, back on my feet Hiding in the crowd, we're making love without a sound  Things I say don't usually come easily There's one thing I need you now to know 'bout me  You know I'm under the influence So don't trust every word I say, I say When I'm under the influence It's a blur, but I want my way, my way You know I'm under the influence So don't trust every word I say, I say Sounds good without making sense It's a blur, but I want my way, my way When I'm under the influence  Boy meets, boy meets, girl meets, girl This is the best place in the world, ooh Boy meets, boy meets, girl meets, girl This is the best place in the world, ooh  So intoxicated and faded I'm in the club, barely made it I see the look on your face and it says that you want it later But you ain't too in the way And I fly you to different places You call your crew in amazement Cause they ain't doing the same shit Barely knew what your name is, don't care who you just came with Make a move and get famous, get your mission completed Usually gotta politic or entertain But I just got a couple things I wanna know cause everything is moving slow I usually wouldn't ask this though, but  You know I'm under the influence So don't trust every word I say, I say (Young Khalifa, man) When I'm under the influence It's a blur, but I want my way, my way You know I'm under the influence (Boy meets, boy meets, girl meets, girl) So don't trust every word I say, I say Sounds good without making sense (Boy meets, boy meets, girl meets, girl) It's a blur, but I want my way, my way When I'm under the influence"
Earned It (Fifty Shades Of Grey),The Weeknd,736684712,"I'ma care for you I'ma care for you, you, you, you  You make it look like it's magic (Oh yeah) 'Cause I see nobody, nobody but you, you, you I'm never confused Hey, hey I'm so used to bein' used  So I love when you call unexpected 'Cause I hate when the moment's expected So I'ma care for you, you, you I'ma care for you, you, you, you, yeah  'Cause girl, you're perfect You're always worth it And you deserve it The way you work it 'Cause girl, you earned it, yeah Girl, you earned it, yeah  You know our love would be tragic (Oh yeah) So you don't pay it, don't pay it no mind, mind, mind We live with no lies Hey, hey You're my favorite kind of night  So I love when you call unexpected 'Cause I hate when the moment's expected So I'ma care for you, you, you I'ma care for you, you, you, you, yeah  'Cause girl, you're perfect (Girl, you're perfect) You're always worth it (Always worth it) And you deserve it (And you deserve it) The way you work it (The way you work it) 'Cause girl, you earned it, yeah (Earned it) Girl, you earned it, yeah  On that lonely night (Lonely night) We said it wouldn't be love But we felt the rush (Fell in love) It made us believe it was only us (Only us) Convinced we were broken inside, yeah, inside, yeah  'Cause girl, you're perfect (Girl, you're perfect) You're always worth it (You're always worth it) And you deserve it (And you deserve it) The way you work it (The way you work it) 'Cause girl, you earned it, yeah (You earned it) Girl, you earned it, yeah (You earned it)  Na-na-na-na-na Oh-oh-oh Yeah, yeah 'Cause girl, you're perfect The way you work it You deserve it Girl, you deserve it Girl, you earned it, yeah, yeah"
DDU-DU DDU-DU - KR Ver.,BLACKPINK,228525129,"BLACKPINK! Ah yeah, ah yeah! BLACKPINK! Ah yeah, ah yeah!           volume         Black  Pink   Savage               fat check   fact check          Toxic You  I'm Foxy                        test me         Oh wait til I do what I (do) Hit you with that ddu-du ddu-du du (Ah yeah, ay yeah!) Hit you with that ddu-du ddu-du du (Ah yeah, ay yeah!)  BLACKPINK     BLACKPINK 4 way    run it     I bought it         bad girl      When the bass drop, its another banger                        test me         Oh wait til I do what I (do) Hit you with that ddu-du ddu-du du (Ah yeah, ay yeah!) Hit you with that ddu-du ddu-du du (Ah yeah, ay yeah!)  What you gonna do when I Come come through with that that uh uh huh What you gonna do when I Come come through with that that uh uh huh    like fire    like fire  BLACKPINK! Hey! Ah yeah, ay yeah! Ah yeah, ay yeah!    like fire    like fire  Hit you with that ddu-du ddu-du du"
There's Nothing Holdin' Me Back,Shawn Mendes,878307816,"I wanna follow where she goes I think about her and she knows it I wanna let her take control 'Cause everytime that she gets close, yeah  She pulls me in enough to keep me guessing (Mmmm) And maybe I should stop and start confessing, confessing, yeah  Oh, I've been shaking I love it when you go crazy You take all my inhibitions Baby, there's nothing holdin' me back You take me places that tear up my reputation Manipulate my decisions Baby, there's nothing holdin' me back There's nothing holdin' me back There's nothing holdin' me back  She says that she's never afraid Just picture everybody naked She really doesn't like to wait Not really into hesitation  Pulls me in enough to keep me guessing And maybe I should stop and start confessing, confessing, yeah  Oh, I've been shaking I love it when you go crazy You take all my inhibitions Baby, there's nothing holdin' me back You take me places that tear up my reputation Manipulate my decisions Baby, there's nothing holdin' me back There's nothing holdin' me back  'Cause if we lost our minds and we took it way too far I know we'd be alright, I know we would be alright If you were by my side and we stumbled in the dark I know we'd be alright, I know we would be alright 'Cause if we lost our minds and we took it way too far I know we'd be alright, I know we would be alright If you were by my side and we stumbled in the dark I know we'd be alright, we would be alright  Oh, I've been shaking I love it when you go crazy You take all my inhibitions Baby, there's nothing holdin' me back You take me places that tear up my reputation Manipulate my decisions Baby, there's nothing holdin' me back (Oh whoa) There's nothing holdin' me back I feel so free when you're with me, baby Baby, there's nothing holdin' me back"
